iter,being_id,position_x,position_y,age
1,skunk_p95,0.0,0.0,0
1,skunk_p67,0.0,0.0,0
1,skunk_p79,0.0,0.0,0
1,skunk_p100,0.0,0.0,0
1,skunk_p17,0.0,0.0,0
1,skunk_p22,0.0,0.0,0
1,skunk_p45,0.0,0.0,0
1,skunk_p43,0.0,0.0,0
1,skunk_p18,0.0,0.0,0
1,skunk_p69,0.0,0.0,0
1,skunk_p21,0.0,0.0,0
1,skunk_p27,0.0,0.0,0
1,skunk_p11,0.0,0.0,0
1,skunk_p98,0.0,0.0,0
1,skunk_p81,0.0,0.0,0
1,skunk_p31,0.0,0.0,0
1,skunk_p68,0.0,0.0,0
1,skunk_p88,0.0,0.0,0
1,skunk_p50,0.0,0.0,0
1,skunk_p30,0.0,0.0,0
1,skunk_p37,0.0,0.0,0
1,skunk_p32,0.0,0.0,0
1,skunk_p94,0.0,0.0,0
1,skunk_p73,0.0,0.0,0
1,skunk_p44,0.0,0.0,0
1,skunk_p23,0.0,0.0,0
1,skunk_p84,0.0,0.0,0
1,skunk_p13,0.0,0.0,0
1,skunk_p24,0.0,0.0,0
1,skunk_p75,0.0,0.0,0
1,skunk_p28,0.0,0.0,0
1,skunk_p47,0.0,0.0,0
1,skunk_p53,0.0,0.0,0
1,skunk_p20,0.0,0.0,0
1,skunk_p33,0.0,0.0,0
2,skunk_p71,-0.024094305426374304,0.0325421563913885,1
2,skunk_p19,-0.055191673758326586,-0.013385102050684045,1
2,skunk_p39,-0.011110018336768846,-0.0005612597906565129,1
2,skunk_p51,-0.04020164726885728,0.009902378403382837,1
2,skunk_p55,0.012507977391788569,0.047872973453406874,1
2,skunk_p74,-0.013712289569989796,0.014792324033065142,1
2,skunk_p65,0.0069414856666504335,-0.013352797309510408,1
2,skunk_p87,-0.0012351581126665886,-0.008388470845103593,1
2,skunk_p80,0.0011696773570362068,0.01104564995238141,1
2,skunk_p85,0.04905618370665496,-0.010481678615084299,1
2,skunk_p49,0.019148867899950985,-0.03191872646997913,1
2,skunk_p63,-0.05862471173083328,0.008243019799419913,1
2,skunk_p38,-0.030269350846251944,-0.028067458900810326,1
2,skunk_p16,0.013982537145240717,0.0014132935116679365,1
2,skunk_p48,0.016456063185191962,0.01917527907971213,1
2,skunk_p36,-0.004212618203744491,-0.0010775703217524176,1
2,skunk_p89,0.006086383248598428,-0.011441616385662231,1
2,skunk_p2,0.04931224135439842,0.013882868391068559,1
2,skunk_p3,0.005638892685420465,0.006123511828443072,1
2,skunk_p57→c1,0.2939796591885242,1.035706992315339,0
2,skunk_p41,0.004774356323676921,0.004812042142276332,1
2,skunk_p54,-0.01637167442210814,-0.054093152486677704,1
2,skunk_p57,-0.007421913756803209,-0.022195220474710224,1
2,skunk_p67→c1,0.3731968287005817,-0.9954085075750945,0
2,skunk_p72,-0.037436890956206094,0.03849455914374806,1
2,skunk_p40,0.014794443835023763,-0.02430995381238256,1
2,skunk_p12,0.0024488147960974307,-0.00626345993422875,1
2,skunk_p66,0.006970136273496731,-0.03955005621794716,1
2,skunk_p71→c1,-0.526522928179814,-0.946010590801159,0
2,skunk_p64,-0.0036837954088131926,-0.0006105794011582774,1
2,skunk_p15,0.044469845811369584,-0.030293110763111624,1
2,skunk_p35,-0.050479968055936617,0.027069365648263836,1
2,skunk_p77,0.014122573009131958,-0.04186296526305694,1
2,skunk_p78,-0.0028478054264033954,-0.007133302430695958,1
2,skunk_p92,0.05215262243201529,-0.01079442051349072,1
2,skunk_p14,-0.023916505993420916,0.040779050089822695,1
2,skunk_p58,-0.0062386143467957535,-0.03125069283288485,1
2,skunk_p40→c1,0.2103559368298242,1.0581666983412077,0
2,skunk_p42,-0.024912002616944623,-0.029716240844032925,1
2,skunk_p1,0.0028799979257993352,-0.004298598662159336,1
2,skunk_p46,0.028991784751307505,0.006882288475999933,1
2,skunk_p56,-0.008147286132356041,0.00037733680301638855,1
2,skunk_p49→c1,1.111971657637613,-0.15737130806953803,0
2,skunk_p82,0.020559759519307573,0.02707108634908896,1
2,skunk_p99,0.021252744763834774,0.04526819053054952,1
2,skunk_p96,0.044254396148771365,-0.010021192173464866,1
2,skunk_p70,-0.01968435922142273,-0.00978334247911503,1
2,skunk_p5,0.05429865556543137,-0.011345041160092727,1
2,skunk_p87→c1,-0.9213843351679557,-0.6111533437138489,0
2,skunk_p59,-0.03546622065659573,-0.01952884726524763,1
2,skunk_p47→c1,1.0891926406826222,0.1910953410053937,0
2,skunk_p77→c1,0.10412158514028548,-1.1381750457471755,0
2,skunk_p6,-0.007446997979833148,0.018525616620548052,1
2,skunk_p52,0.034688158881552536,-0.03852011439301707,1
2,skunk_p90,-0.036716827338222055,-0.029248306257890908,1
2,skunk_p61,0.005122860392341389,-0.017907003536582054,1
2,skunk_p93,0.013063116656801113,0.052546091351281764,1
2,skunk_p91,-0.03569933151411843,-0.02995400974790026,1
2,skunk_p8,0.005359392058024982,0.0365611900470454,1
2,skunk_p60,-0.009609317126707997,-0.045364994019656546,1
2,skunk_p7,0.021252478996852196,-0.010611846865830967,1
2,skunk_p29,0.05069543286353805,0.022705606312726893,1
2,skunk_p29→c1,-0.08025793052863855,1.1148828889075795,0
2,skunk_p10,-0.04903538351207135,-0.01464885990741482,1
2,skunk_p4,0.030962519526906006,-0.010609735271907643,1
2,skunk_p64→c1,-0.746128344954763,-0.8122608063151362,0
2,skunk_p97,-0.04246808975609095,-0.013931433515007384,1
2,skunk_p62,-0.04175026393593343,0.008843655813140781,1
2,skunk_p26,0.03759102096437429,-0.017494490151631254,1
2,skunk_p83,0.0014750630152508672,0.0037173823092391317,1
2,skunk_p25,-0.05189650243653238,0.012094942532285713,1
2,skunk_p9,-0.012425173527315704,-0.005494574872495636,1
2,skunk_p34,0.011938224170758835,0.007712615902925553,1
2,skunk_p76,-0.00288667636908235,-0.0028413538905792428,1
2,skunk_p86,-0.011233129465299686,-0.025892249658417445,1
2,skunk_p95,-0.017649951454017588,-0.007514988953905824,1
2,skunk_p67,0.0027420064968810376,0.04033432957417825,1
2,skunk_p79,-0.013034379021483026,-0.0161265354052136,1
2,skunk_p100,-0.004286079769920807,-0.006197352820596853,1
2,skunk_p17,-0.02550515435170152,0.023303083467119297,1
2,skunk_p22,-0.035506454352925716,-0.01996637899345532,1
2,skunk_p45,-0.036069893157688486,0.03189025717482877,1
2,skunk_p43,-0.023108665829079535,0.015383682941349511,1
2,skunk_p18,-0.049122454518199604,0.018065339404007938,1
2,skunk_p69,-0.02267098609540431,-0.0036757383015912164,1
2,skunk_p21,0.010088665876085418,0.007450873854426964,1
2,skunk_p27,0.001346463340611466,-0.011032962201928499,1
2,skunk_p11,-0.04640002499596622,-0.009007085150691827,1
2,skunk_p98,-0.015513907691431851,-0.04571928936369628,1
2,skunk_p61→c1,-0.9869088242099427,0.4573541212623588,0
2,skunk_p81,-0.001171711344480222,-0.019131687611776787,1
2,skunk_p31,-0.0018678662113371966,0.013004463048814998,1
2,skunk_p68,-0.006998717693668151,0.0018610558265320088,1
2,skunk_p88,0.04331259986446497,-0.031131783011579112,1
2,skunk_p50,-0.03647950932689207,0.042503001015655226,1
2,skunk_p78→c1,0.6378917254129226,-0.9012545769901378,0
2,skunk_p30,0.01141506068882927,-0.01832340130955602,1
2,skunk_p76→c1,-0.9951817685801858,0.4718695581114075,0
2,skunk_p37,-0.026621754081149255,-0.0015021128946914064,1
2,skunk_p32,0.003461444846573814,0.055920558442795004,1
2,skunk_p94,-0.04234543112337427,-0.008086606932789288,1
2,skunk_p73,0.007058116610000202,0.05114064787883584,1
2,skunk_p44,-0.005175229997955201,-0.02831983243031805,1
2,skunk_p23,-0.018016473280820105,-0.0022025171476875464,1
2,skunk_p84,0.009316573169401054,-0.03314895256257994,1
2,skunk_p95→c1,-0.6346356426077987,-0.9181898249472429,0
2,skunk_p56→c1,0.8606572064494717,0.6750467029888787,0
2,skunk_p13,0.029315017132400673,-0.02657630652393497,1
2,skunk_p24,-0.017794230034853427,-0.05141980795126719,1
2,skunk_p75,0.017728347103776847,-0.02296259721285207,1
2,skunk_p28,0.020754905662198564,-0.047818552608645634,1
2,skunk_p47,0.005154582139273971,0.004383028530911584,1
2,skunk_p53,-0.02482447232537591,0.03975267846251328,1
2,skunk_p20,0.04571274784958848,0.014496331124685433,1
2,skunk_p33,0.01941736817595584,-0.03536419501783464,1
3,skunk_p71,-0.01631745643567189,-0.02054536070679748,2
3,skunk_p19,-0.011341113228279846,0.030064610128379986,2
3,skunk_p39,-0.06367656798674064,0.00312944802221896,2
3,skunk_p51,-0.09692072775664654,0.023511175859746585,2
3,skunk_p55,0.05077943643002069,0.0966292472502388,2
3,skunk_p74,0.041300128448423006,0.025566874547337467,2
3,skunk_p65,0.019760989845577864,-0.060940824782725535,2
3,skunk_p87,-0.0004899200947022262,-0.010581031109085533,2
3,skunk_p30→c1,0.7283556382117651,0.8149088445857674,0
3,skunk_p25→c1,0.2658779512103259,1.0564143021401424,0
3,skunk_p80,0.03633273178632837,0.061382426471981055,2
3,skunk_p11→c1,-1.1511015817196797,-0.11595504341181889,0
3,skunk_p31→c1,-1.0201083572593646,0.4349948143328538,0
3,skunk_p85,0.013180601158696188,-0.060874884552953853,2
3,skunk_p49,0.030133890685644885,-0.07630062311016897,2
3,skunk_p63,-0.08959810568094115,-0.003301134163682745,2
3,skunk_p94→c1,0.5154466040378647,-0.9670911931043872,0
3,skunk_p38,-0.03983082075516778,-0.004926500014776729,2
3,skunk_p16,0.013997684210122452,0.0014202649967550373,2
3,skunk_p48,0.07529541388640554,0.022109410197395905,2
3,skunk_p36,-0.004455245893834848,-0.0011391984969729735,2
3,skunk_p89,0.006222030833823795,-0.01121089735523255,2
3,skunk_p2,0.05609574191146688,0.021385244780979938,2
3,skunk_p3,0.028331175245957824,-0.051861649667126274,2
3,skunk_p60→c1,-0.03983410316788337,-1.1475932195378642,0
3,skunk_p78→c2,-0.6480767451327998,-0.898767890331031,0
3,skunk_p57→c1,0.3316322777986869,0.9872521469307689,1
3,skunk_p41,0.024417772146480186,0.02593690986521248,2
3,skunk_p54,-0.020119373503426328,-0.05233407901378992,2
3,skunk_p57,-0.03880783284620154,0.031850942124527985,2
3,skunk_p67→c1,0.4119089765929914,-0.9841684820055533,1
3,skunk_p72,-0.03788379677797158,0.038422612393781176,2
3,skunk_p40,-0.024237607250704438,0.023790123448400036,2
3,skunk_p12,0.0024927497557861167,-0.006420604981487548,2
3,skunk_p66,0.011266525654846964,-0.06412645091711128,2
3,skunk_p71→c1,-0.5550700089038457,-1.0016101784881233,1
3,skunk_p9→c1,-0.5682518885032688,0.9443406315559986,0
3,skunk_p64,-0.002884722706805034,-0.0017543266739362081,2
3,skunk_p15,0.09541328331386087,-0.06613750124213887,2
3,skunk_p35,-0.09172163476380255,0.07104674487799154,2
3,skunk_p77,-0.024273276451188992,-0.061938572543090625,2
3,skunk_p78,-0.003311666459289205,-0.007545138532614497,2
3,skunk_p92,0.055538564221522486,-0.07225351340500374,2
3,skunk_p14,0.037531302330544386,0.029746661709984617,2
3,skunk_p58,-0.023647101789540596,-0.015822431856844517,2
3,skunk_p40→c1,0.2372751146251271,1.0678736646904086,1
3,skunk_p64→c2,-1.0477171983108355,0.34222982691915127,0
3,skunk_p42,0.005310061763055349,-0.0839944856174342,2
3,skunk_p1,0.002978075140422913,-0.004258317990466853,2
3,skunk_p46,0.0816388079066057,0.024899119538757612,2
3,skunk_p56,-0.015764001340508385,-0.0026386460658576723,2
3,skunk_p49→c1,1.1270691505325297,-0.19190694022666935,1
3,skunk_p82,0.02069181945407139,0.027235980739923258,2
3,skunk_p12→c1,0.40708232027909885,1.0164710214500527,0
3,skunk_p99,0.01383094561944824,0.08899814993849778,2
3,skunk_p96,0.08251907885148958,-0.019144007106377176,2
3,skunk_p70,-0.02107111734988478,-0.01018225515672958,2
3,skunk_p5,0.10935047079458948,0.01779176469195183,2
3,skunk_p87→c1,-0.9733988426656693,-0.6452266887714934,1
3,skunk_p82→c1,1.03242408364386,0.4589741254496577,0
3,skunk_p59,-0.029166433696264697,-0.07155948990256134,2
3,skunk_p47→c1,1.0891926408652983,0.1910953410368574,1
3,skunk_p77→c1,0.10422319067665105,-1.139754795599693,1
3,skunk_p6,-0.02609012622516185,0.05941950374243234,2
3,skunk_p52,0.035461116447199674,-0.0394101266357767,2
3,skunk_p90,-0.043417058793672116,-0.05331945089487111,2
3,skunk_p61,0.06757772968550667,-0.017827734569803366,2
3,skunk_p93,-0.02675132397787469,0.09635364731716733,2
3,skunk_p91,-0.08199181176925967,-0.07154318886063285,2
3,skunk_p8,0.0025722109784811673,0.07902078471497216,2
3,skunk_p60,-0.008446527807042173,-0.04804111976588553,2
3,skunk_p7,0.0724392869316603,-0.0368174313546301,2
3,skunk_p29,0.10512630620367858,0.053418881152018566,2
3,skunk_p29→c1,-0.10907107362150872,1.16230340241946,1
3,skunk_p10,-0.006147690163092377,0.02885496502135775,2
3,skunk_p4,0.03396931093774879,-0.012008715975444006,2
3,skunk_p64→c1,-0.7441702979983785,-0.809004165690595,1
3,skunk_p71→c2,-0.43059915463022896,0.9984593863582171,0
3,skunk_p97,-0.026415378659981198,0.04348739307709833,2
3,skunk_p62,-0.053565994491881784,0.009017053072098801,2
3,skunk_p26,0.01111138817170805,-0.07331726118232668,2
3,skunk_p83,0.0014874109829942435,0.003750785408576021,2
3,skunk_p25,-0.08658438373700417,0.014411277939408048,2
3,skunk_p9,-0.01642913471501164,-0.007232617543378308,2
3,skunk_p49→c1→c1,0.19040607029619716,-0.7686757623054863,0
3,skunk_p34,0.01509616494771466,0.009770687438463923,2
3,skunk_p76,0.00021759932309171936,-0.06070644736414761,2
3,skunk_p86,-0.028298507979675435,-0.06022836439799953,2
3,skunk_p95,-0.0666706414780956,-0.03213989047773205,2
3,skunk_p67,-0.03373731283655814,0.07785551724663162,2
3,skunk_p79,-0.05382736663631511,-0.06165091702898212,2
3,skunk_p100,0.04214727757386527,0.004819411066232485,2
3,skunk_p17,-0.029038972930018767,0.027799036484472066,2
3,skunk_p22,-0.029789796469009613,-0.06988973585089023,2
3,skunk_p45,-0.07414585568880655,0.0644471224661939,2
3,skunk_p43,-0.022622278805147014,0.01496011844595207,2
3,skunk_p18,-0.10111523374553152,0.000483130085744507,2
3,skunk_p69,-0.02403024103379634,-0.0058000994266610645,2
3,skunk_p43→c1,-1.1126239770010027,0.16293409565191702,0
3,skunk_p21,0.025747143771149616,0.019729733782867197,2
3,skunk_p27,0.0060361935830348075,-0.07333609408576809,2
3,skunk_p11,-0.056338727764628435,-0.008743599991859276,2
3,skunk_p98,-0.019674190531675004,-0.057514452927674056,2
3,skunk_p41→c1,-0.3117259608943957,-1.0214442961612011,0
3,skunk_p61→c1,-0.98389868354834,0.4758929752911164,1
3,skunk_p81,0.007058621843699333,0.04183515094870352,2
3,skunk_p31,-0.0018072670455101267,0.018986533562776603,2
3,skunk_p68,-0.0625549419308806,0.024097183808016297,2
3,skunk_p88,0.04456631679456463,-0.03206681408691337,2
3,skunk_p50,-0.05670095971668591,0.0982165111965545,2
3,skunk_p78→c1,0.6690252186565807,-0.9554481652130634,1
3,skunk_p30,0.010625244355184131,-0.018675633277440668,2
3,skunk_p76→c1,-0.9914149224927159,0.47335710396922936,1
3,skunk_p37,-0.025446727792656273,0.012234590963808245,2
3,skunk_p32,0.027043633459117367,0.11375946355644309,2
3,skunk_p94,-0.011248451010048115,-0.0013829975359348247,2
3,skunk_p89→c1,1.0431993974196028,0.3557740358352509,0
3,skunk_p73,-0.014407945580157226,-0.007276965756745767,2
3,skunk_p44,-0.004631750785352314,-0.028935915979374865,2
3,skunk_p23,-0.03337047067192604,0.004599287769304044,2
3,skunk_p84,0.005598050618449878,0.007314762451224095,2
3,skunk_p95→c1,-0.6306848691610387,-0.899194827085928,1
3,skunk_p56→c1,0.8606572163223764,0.6750467106556569,1
3,skunk_p13,0.08170182481100693,-0.017422106540545892,2
3,skunk_p24,0.03541582204423078,-0.01869372674268164,2
3,skunk_p75,0.016734526815238307,-0.027629030379514904,2
3,skunk_p28,0.04718539492544585,-0.10442060687460968,2
3,skunk_p47,0.0037073781654826453,0.005471682493259215,2
3,skunk_p53,0.02346345647156006,0.01784859095172415,2
3,skunk_p75→c1,-0.09077042711512881,1.0671050400140352,0
3,skunk_p20,0.04533332791425404,0.016640620339161135,2
3,skunk_p33,0.03662953031797733,-0.08783239920087826,2
4,skunk_p71,-0.015536826746186158,-0.018877353684553077,3
4,skunk_p19,-0.028058389748362566,-0.02916482836581949,3
4,skunk_p39,-0.10464147866994883,0.006533501219565305,3
4,skunk_p51,-0.1549534555759435,0.03720819079639168,3
4,skunk_p55,0.09493618069538144,0.14014341814441492,3
4,skunk_p74,0.020635052279859623,-0.023366939567277843,3
4,skunk_p65,0.03424178165089007,-0.11479311265060507,3
4,skunk_p87,-0.0002980346519860734,-0.011028052468660851,3
4,skunk_p30→c1,0.7576625858277669,0.8489642319479647,1
4,skunk_p25→c1,0.27290330271616176,1.0770996196041682,1
4,skunk_p80,0.09575026064953668,0.07932026531762765,3
4,skunk_p11→c1,-1.2133053451961242,-0.12201204912496026,1
4,skunk_p31→c1,-1.0201082159720738,0.43499485615781613,1
4,skunk_p85,-0.01744329197211369,-0.11475439957073462,3
4,skunk_p49,0.04235955497116052,-0.1301272847728092,3
4,skunk_p63,-0.10416033693242802,-0.012416450241730019,3
4,skunk_p94→c1,0.515604083440402,-0.967380026790455,1
4,skunk_p38,-0.02243907678958037,0.0019189522610980336,3
4,skunk_p16,0.014016810842033732,0.0014431447651529117,3
4,skunk_p48,0.12473654867886394,-0.015520637956708914,3
4,skunk_p36,-0.004544493445156748,-0.0011617700017701642,3
4,skunk_p89,0.005844807712295462,-0.011160478550827321,3
4,skunk_p2,0.055179828472850335,0.028659906658636092,3
4,skunk_p3,0.038891217030928876,-0.11346294167199944,3
4,skunk_p60→c1,-0.03983678804423396,-1.147687274634347,1
4,skunk_p78→c2,-0.6481340941053289,-0.8988421937365325,1
4,skunk_p57→c1,0.380799340243989,0.9486665282302768,2
4,skunk_p17→c1,0.1523012224927601,-1.0544771282746745,0
4,skunk_p41,0.04694743180457622,0.052105097641265086,3
4,skunk_p54,-0.018052686465581887,-0.04921873566334612,3
4,skunk_p57,0.018086729071203393,0.005981984988483461,3
4,skunk_p67→c1,0.4369520027335058,-0.9449781823384866,2
4,skunk_p89→c1→c1,1.0125814329959881,1.4553478352023306,0
4,skunk_p72,-0.03781911153678247,0.038231189577145976,3
4,skunk_p40,0.034635444517532574,0.0035506093327899377,3
4,skunk_p12,0.0025014951716300013,-0.006455088123498726,3
4,skunk_p66,0.02196324633107711,-0.12531492014905607,3
4,skunk_p71→c1,-0.5562215424539673,-1.0038529573982937,2
4,skunk_p9→c1,-0.5682518885032688,0.9443406315559986,1
4,skunk_p64,-0.0034935053592239267,-0.0022749013767374773,3
4,skunk_p15,0.14649862092629456,-0.10209958810968894,3
4,skunk_p35,-0.13038356695522124,0.12007920641223463,3
4,skunk_p77,-0.06395053736575479,-0.07816658298364831,3
4,skunk_p78,-0.0033529540972398178,-0.007574686136173079,3
4,skunk_p92,0.08864026942943198,-0.12424861268400106,3
4,skunk_p14,0.0656681520338398,0.08554860614563263,3
4,skunk_p58,0.0030646212268694364,-0.02194785200481309,3
4,skunk_p40→c1,0.29609573829071206,1.0890014581706713,2
4,skunk_p64→c2,-1.0441057748453508,0.3416556741995255,1
4,skunk_p42,0.03966510172340505,-0.13604766083691094,3
4,skunk_p1,0.003050448400401919,-0.004075411781393664,3
4,skunk_p46,0.13438590515548818,0.048499434515258164,3
4,skunk_p56,-0.0367567587592199,-0.014875108580437418,3
4,skunk_p49→c1,1.1224206050529777,-0.2014646297401568,2
4,skunk_p82,0.02084949468206617,0.027425386679245285,3
4,skunk_p12→c1,0.40708232027909885,1.0164710214500527,1
4,skunk_p99,0.0065477582565935276,0.11817421955612344,3
4,skunk_p2→c1,0.025797880225377403,1.1282674280576046,0
4,skunk_p96,0.10908753745156768,-0.02552128251316098,3
4,skunk_p70,-0.02273129397635337,-0.010623857735803622,3
4,skunk_p5,0.14689515431723374,0.06755557335627298,3
4,skunk_p87→c1,-0.9952361573131289,-0.6596933879248182,2
4,skunk_p82→c1,1.0529726156766457,0.46753420773943544,1
4,skunk_p59,-0.0073447213484938365,-0.11766476798783876,3
4,skunk_p47→c1,1.0891926411323392,0.19109534108285195,2
4,skunk_p77→c1,0.10425327114691735,-1.1405842822115402,2
4,skunk_p54→c1,0.05395568556896713,1.0484218222411685,0
4,skunk_p6,-0.04671572892161244,0.10051376947658529,3
4,skunk_p52,0.03561662907230701,-0.03959925832368222,3
4,skunk_p90,-0.05345884622162698,-0.09073274418414394,3
4,skunk_p61,0.10614188498150016,0.03135310800935949,3
4,skunk_p93,-0.08555847964762311,0.08633387079153007,3
4,skunk_p91,-0.1284482113850142,-0.11333158490590428,3
4,skunk_p37→c1,0.2465598848909168,1.073554846751418,0
4,skunk_p8,-0.007373383872411144,0.12803709588029533,3
4,skunk_p60,-0.006100118179210941,-0.047308624074591146,3
4,skunk_p7,0.12697345156150974,-0.06518651093507218,3
4,skunk_p29,0.15518311004863602,0.09084222155236174,3
4,skunk_p78→c3,-1.0912063898421773,-0.17059279046184417,0
4,skunk_p29→c1,-0.14152540738632666,1.2157165676494088,2
4,skunk_p10,-0.013729452692696958,-0.030741902935840625,3
4,skunk_p4,0.033767354035863825,-0.011881321927774557,3
4,skunk_p64→c1,-0.7450794339270381,-0.8086670092606572,2
4,skunk_p9→c2,0.376098845334804,-1.0351463648888581,0
4,skunk_p71→c2,-0.4509660952774311,0.9633889542207471,1
4,skunk_p84→c1,-0.9708072057751786,0.47443977817272204,0
4,skunk_p97,0.02625079533026651,0.01345017110827481,3
4,skunk_p62,-0.0604818917810247,0.008272845832812663,3
4,skunk_p26,-0.03487108528310502,-0.11564229433087661,3
4,skunk_p83,0.0014998970476437594,0.0037863358947924823,3
4,skunk_p25,-0.11169379957367603,0.012169465742753755,3
4,skunk_p9,-0.02384278275632278,-0.010428504148732731,3
4,skunk_p49→c1→c1,0.13753080146104718,-0.8012347551424345,1
4,skunk_p34,0.01961788359781201,0.012736497061669407,3
4,skunk_p76,0.01379455640770477,-0.121687125586632,3
4,skunk_p86,-0.039228728943710045,-0.08216545544359698,3
4,skunk_p95,-0.11995458301085965,-0.06108168989232718,3
4,skunk_p67,-0.08399762250179399,0.055764153680048965,3
4,skunk_p79,-0.09933905874340546,-0.1027358402112939,3
4,skunk_p100,-0.0075137606132399185,0.020400670663392993,3
4,skunk_p13→c1,0.5718111993021762,1.0161182336293448,0
4,skunk_p17,-0.030660485048568054,0.03020024936973911,3
4,skunk_p22,-0.02756175686018798,-0.06970635688430009,3
4,skunk_p45,-0.1105800509222978,0.0950652858743368,3
4,skunk_p25→c2,-0.17835385271493873,-1.085808875261842,0
4,skunk_p87→c1→c1,-1.8926159799770765,-0.02352560040675955,0
4,skunk_p43,-0.02258647421044716,0.015189152180911355,3
4,skunk_p18,-0.1159977228874696,-0.05616572717263941,3
4,skunk_p64→c1→c1,0.14929569735173842,-1.4490521469317867,0
4,skunk_p69,-0.023394559135359365,-0.006470583723015224,3
4,skunk_p43→c1,-1.0921301878064633,0.14412107964177173,1
4,skunk_p21,0.04531966905765161,0.03611403431135958,3
4,skunk_p27,-0.001018331969186612,-0.13543653019569366,3
4,skunk_p38→c1,-0.38318211228050786,-1.0372463196493866,0
4,skunk_p11,-0.0760619698465034,-0.0031425814013627262,3
4,skunk_p98,-0.01973213402585427,-0.057678722858507614,3
4,skunk_p41→c1,-0.3117259608943957,-1.0214442961612011,1
4,skunk_p61→c1,-0.9738856177496843,0.5375855401553508,2
4,skunk_p81,0.013963037326688313,-0.019836926910935887,3
4,skunk_p31,-0.0014682121641828533,0.02337607571875479,3
4,skunk_p68,-0.11742306227992258,0.05069832212177099,3
4,skunk_p88,0.044567920626955665,-0.03206803395184917,3
4,skunk_p50,-0.031045858500546888,0.14029397822711298,3
4,skunk_p78→c1,0.6897159511081716,-1.0144234529151237,2
4,skunk_p30,0.0098813544667099,-0.01593357163234615,3
4,skunk_p76→c1,-0.9332838578821799,0.4963142207637039,2
4,skunk_p37,-0.01743607144069615,0.005703670303801993,3
4,skunk_p32,0.0598589339637728,0.16692291479706983,3
4,skunk_p94,-0.03261113085586391,-0.03176838537345258,3
4,skunk_p89→c1,1.043199397419603,0.35577403583525097,1
4,skunk_p73,-0.0762029499325656,-0.015350522230511235,3
4,skunk_p44,-0.0041800799469407434,-0.029272840476773514,3
4,skunk_p23,0.001899437264510459,0.03310253639604293,3
4,skunk_p84,0.0013654508010238695,-0.04022547789724932,3
4,skunk_p95→c1,-0.6180344705392354,-0.8380888696393672,2
4,skunk_p56→c1,0.860661989466282,0.6750504129442012,2
4,skunk_p13,0.13117054264630656,0.008231428624991044,3
4,skunk_p24,-0.010354096670445415,0.023799632969479352,3
4,skunk_p75,0.012565709783119675,-0.028593963558506793,3
4,skunk_p28,0.0736746808396726,-0.16102862108271976,3
4,skunk_p47,0.003190527780071306,0.0010478457975569063,3
4,skunk_p53,0.011348228193199429,0.023169855945875457,3
4,skunk_p72→c1,0.235765268773852,-1.0272037389145223,0
